"date","median","lower","upper","candidate"
2018-05-30,8.778,6.251,11.32,"Zelensky"
2018-05-31,8.801,6.261,11.39,"Zelensky"
2018-06-01,8.84,6.229,11.38,"Zelensky"
2018-06-02,8.865,6.201,11.42,"Zelensky"
2018-06-03,8.9,6.253,11.46,"Zelensky"
2018-06-04,8.93,6.273,11.52,"Zelensky"
2018-06-05,8.945,6.298,11.54,"Zelensky"
2018-06-06,8.969,6.302,11.57,"Zelensky"
2018-06-07,8.991,6.348,11.59,"Zelensky"
2018-06-08,9.003,6.353,11.59,"Zelensky"
2018-06-09,9.033,6.387,11.61,"Zelensky"
2018-06-10,9.063,6.453,11.65,"Zelensky"
2018-06-11,9.075,6.508,11.64,"Zelensky"
2018-06-12,9.11,6.546,11.64,"Zelensky"
2018-06-13,9.136,6.592,11.65,"Zelensky"
2018-06-14,9.157,6.639,11.62,"Zelensky"
2018-06-15,9.172,6.732,11.6,"Zelensky"
2018-06-16,9.187,6.81,11.6,"Zelensky"
2018-06-17,9.202,6.883,11.52,"Zelensky"
2018-06-18,9.225,6.955,11.53,"Zelensky"
2018-06-19,9.257,6.964,11.51,"Zelensky"
2018-06-20,9.272,7.075,11.57,"Zelensky"
2018-06-21,9.283,7.12,11.51,"Zelensky"
2018-06-22,9.305,7.165,11.55,"Zelensky"
2018-06-23,9.299,7.176,11.53,"Zelensky"
2018-06-24,9.32,7.187,11.52,"Zelensky"
2018-06-25,9.339,7.214,11.51,"Zelensky"
2018-06-26,9.363,7.183,11.54,"Zelensky"
2018-06-27,9.373,7.19,11.55,"Zelensky"
2018-06-28,9.388,7.215,11.59,"Zelensky"
2018-06-29,9.391,7.277,11.6,"Zelensky"
2018-06-30,9.414,7.25,11.59,"Zelensky"
2018-07-01,9.441,7.26,11.59,"Zelensky"
2018-07-02,9.445,7.274,11.63,"Zelensky"
2018-07-03,9.461,7.282,11.64,"Zelensky"
2018-07-04,9.482,7.318,11.62,"Zelensky"
2018-07-05,9.5,7.342,11.62,"Zelensky"
2018-07-06,9.54,7.341,11.69,"Zelensky"
2018-07-07,9.556,7.332,11.76,"Zelensky"
2018-07-08,9.587,7.342,11.78,"Zelensky"
2018-07-09,9.559,7.254,11.84,"Zelensky"
2018-07-10,9.532,7.199,11.84,"Zelensky"
2018-07-11,9.525,7.154,11.86,"Zelensky"
2018-07-12,9.488,7.096,11.88,"Zelensky"
2018-07-13,9.476,7.027,11.9,"Zelensky"
2018-07-14,9.453,6.954,11.87,"Zelensky"
2018-07-15,9.418,6.925,11.88,"Zelensky"
2018-07-16,9.39,6.927,11.9,"Zelensky"
2018-07-17,9.37,6.862,11.91,"Zelensky"
2018-07-18,9.334,6.811,11.9,"Zelensky"
2018-07-19,9.319,6.723,11.9,"Zelensky"
2018-07-20,9.303,6.721,11.89,"Zelensky"
2018-07-21,9.265,6.692,11.88,"Zelensky"
2018-07-22,9.257,6.651,11.82,"Zelensky"
2018-07-23,9.245,6.66,11.81,"Zelensky"
2018-07-24,9.223,6.612,11.8,"Zelensky"
2018-07-25,9.201,6.628,11.78,"Zelensky"
2018-07-26,9.194,6.587,11.72,"Zelensky"
2018-07-27,9.175,6.578,11.7,"Zelensky"
2018-07-28,9.141,6.622,11.68,"Zelensky"
2018-07-29,9.119,6.605,11.63,"Zelensky"
2018-07-30,9.114,6.555,11.6,"Zelensky"
2018-07-31,9.095,6.558,11.56,"Zelensky"
2018-08-01,9.06,6.557,11.56,"Zelensky"
2018-08-02,9.044,6.567,11.53,"Zelensky"
2018-08-03,9.032,6.542,11.49,"Zelensky"
2018-08-04,9.046,6.527,11.56,"Zelensky"
2018-08-05,9.052,6.509,11.57,"Zelensky"
2018-08-06,9.04,6.494,11.58,"Zelensky"
2018-08-07,9.055,6.482,11.63,"Zelensky"
2018-08-08,9.064,6.491,11.6,"Zelensky"
2018-08-09,9.071,6.479,11.6,"Zelensky"
2018-08-10,9.073,6.461,11.6,"Zelensky"
2018-08-11,9.078,6.465,11.57,"Zelensky"
2018-08-12,9.081,6.504,11.6,"Zelensky"
2018-08-13,9.088,6.532,11.61,"Zelensky"
2018-08-14,9.098,6.507,11.61,"Zelensky"
2018-08-15,9.093,6.51,11.63,"Zelensky"
2018-08-16,9.096,6.544,11.63,"Zelensky"
2018-08-17,9.103,6.561,11.6,"Zelensky"
2018-08-18,9.122,6.567,11.58,"Zelensky"
2018-08-19,9.126,6.627,11.55,"Zelensky"
2018-08-20,9.147,6.667,11.58,"Zelensky"
2018-08-21,9.193,6.737,11.6,"Zelensky"
2018-08-22,9.201,6.775,11.61,"Zelensky"
2018-08-23,9.261,6.823,11.65,"Zelensky"
2018-08-24,9.322,6.832,11.72,"Zelensky"
2018-08-25,9.372,6.921,11.78,"Zelensky"
2018-08-26,9.422,6.936,11.83,"Zelensky"
2018-08-27,9.462,6.998,11.86,"Zelensky"
2018-08-28,9.522,7.084,11.94,"Zelensky"
2018-08-29,9.566,7.117,11.96,"Zelensky"
2018-08-30,9.627,7.229,12.02,"Zelensky"
2018-08-31,9.667,7.272,12.06,"Zelensky"
2018-09-01,9.713,7.323,12.09,"Zelensky"
2018-09-02,9.77,7.439,12.11,"Zelensky"
2018-09-03,9.799,7.526,12.13,"Zelensky"
2018-09-04,9.853,7.582,12.19,"Zelensky"
2018-09-05,9.91,7.623,12.21,"Zelensky"
2018-09-06,9.948,7.735,12.21,"Zelensky"
2018-09-07,10,7.797,12.24,"Zelensky"
2018-09-08,10.06,7.877,12.25,"Zelensky"
2018-09-09,10.09,7.971,12.27,"Zelensky"
2018-09-10,10.13,7.994,12.3,"Zelensky"
2018-09-11,10.17,8.063,12.3,"Zelensky"
2018-09-12,10.21,8.111,12.29,"Zelensky"
2018-09-13,10.23,8.144,12.33,"Zelensky"
2018-09-14,10.27,8.202,12.33,"Zelensky"
2018-09-15,10.3,8.243,12.33,"Zelensky"
2018-09-16,10.35,8.302,12.37,"Zelensky"
2018-09-17,10.39,8.365,12.41,"Zelensky"
2018-09-18,10.41,8.424,12.43,"Zelensky"
2018-09-19,10.47,8.449,12.54,"Zelensky"
2018-09-20,10.52,8.444,12.66,"Zelensky"
2018-09-21,10.57,8.516,12.73,"Zelensky"
2018-09-22,10.62,8.501,12.82,"Zelensky"
2018-09-23,10.66,8.531,12.85,"Zelensky"
2018-09-24,10.69,8.504,12.94,"Zelensky"
2018-09-25,10.71,8.525,13,"Zelensky"
2018-09-26,10.75,8.518,13.09,"Zelensky"
2018-09-27,10.79,8.516,13.15,"Zelensky"
2018-09-28,10.82,8.522,13.17,"Zelensky"
2018-09-29,10.86,8.553,13.21,"Zelensky"
2018-09-30,10.88,8.549,13.27,"Zelensky"
2018-10-01,10.92,8.598,13.3,"Zelensky"
2018-10-02,10.96,8.613,13.36,"Zelensky"
2018-10-03,11,8.656,13.37,"Zelensky"
2018-10-04,11.03,8.67,13.37,"Zelensky"
2018-10-05,11.06,8.735,13.38,"Zelensky"
2018-10-06,11.09,8.789,13.42,"Zelensky"
2018-10-07,11.14,8.794,13.42,"Zelensky"
2018-10-08,11.17,8.871,13.41,"Zelensky"
2018-10-09,11.2,8.934,13.42,"Zelensky"
2018-10-10,11.24,8.978,13.45,"Zelensky"
2018-10-11,11.28,9.061,13.42,"Zelensky"
2018-10-12,11.29,9.104,13.44,"Zelensky"
2018-10-13,11.32,9.172,13.45,"Zelensky"
2018-10-14,11.35,9.234,13.45,"Zelensky"
2018-10-15,11.38,9.221,13.51,"Zelensky"
2018-10-16,11.41,9.274,13.57,"Zelensky"
2018-10-17,11.44,9.282,13.65,"Zelensky"
2018-10-18,11.49,9.263,13.74,"Zelensky"
2018-10-19,11.53,9.251,13.82,"Zelensky"
2018-10-20,11.56,9.215,13.87,"Zelensky"
2018-10-21,11.6,9.276,13.97,"Zelensky"
2018-10-22,11.64,9.311,14.04,"Zelensky"
2018-10-23,11.68,9.287,14.03,"Zelensky"
2018-10-24,11.7,9.318,14.12,"Zelensky"
2018-10-25,11.74,9.343,14.16,"Zelensky"
2018-10-26,11.78,9.419,14.16,"Zelensky"
2018-10-27,11.81,9.468,14.19,"Zelensky"
2018-10-28,11.84,9.505,14.24,"Zelensky"
2018-10-29,11.89,9.551,14.27,"Zelensky"
2018-10-30,11.94,9.611,14.3,"Zelensky"
2018-10-31,11.97,9.647,14.35,"Zelensky"
2018-11-01,12.01,9.675,14.37,"Zelensky"
2018-11-02,12.06,9.744,14.45,"Zelensky"
2018-11-03,12.12,9.73,14.54,"Zelensky"
2018-11-04,12.17,9.779,14.67,"Zelensky"
2018-11-05,12.22,9.788,14.72,"Zelensky"
2018-11-06,12.28,9.807,14.78,"Zelensky"
2018-11-07,12.33,9.869,14.87,"Zelensky"
2018-11-08,12.38,9.855,14.92,"Zelensky"
2018-11-09,12.43,9.833,14.98,"Zelensky"
2018-11-10,12.49,9.903,15.01,"Zelensky"
2018-11-11,12.55,9.958,15.06,"Zelensky"
2018-11-12,12.59,9.979,15.14,"Zelensky"
2018-11-13,12.65,10.02,15.18,"Zelensky"
2018-11-14,12.68,10.08,15.19,"Zelensky"
2018-11-15,12.74,10.16,15.23,"Zelensky"
2018-11-16,12.79,10.21,15.29,"Zelensky"
2018-11-17,12.83,10.29,15.38,"Zelensky"
2018-11-18,12.89,10.34,15.38,"Zelensky"
2018-11-19,12.93,10.42,15.43,"Zelensky"
2018-11-20,12.99,10.45,15.49,"Zelensky"
2018-11-21,13.02,10.57,15.54,"Zelensky"
2018-11-22,13.07,10.65,15.59,"Zelensky"
2018-11-23,13.12,10.74,15.61,"Zelensky"
2018-11-24,13.17,10.81,15.63,"Zelensky"
2018-11-25,13.23,10.9,15.67,"Zelensky"
2018-11-26,13.28,11.02,15.65,"Zelensky"
2018-11-27,13.33,11.11,15.64,"Zelensky"
2018-11-28,13.39,11.2,15.66,"Zelensky"
2018-11-29,13.45,11.3,15.69,"Zelensky"
2018-11-30,13.5,11.42,15.67,"Zelensky"
2018-12-01,13.55,11.52,15.62,"Zelensky"
2018-12-02,13.59,11.61,15.63,"Zelensky"
2018-12-03,13.63,11.71,15.6,"Zelensky"
2018-12-04,13.65,11.73,15.64,"Zelensky"
2018-12-05,13.66,11.75,15.62,"Zelensky"
2018-12-06,13.69,11.82,15.58,"Zelensky"
2018-12-07,13.72,11.89,15.6,"Zelensky"
2018-12-08,13.76,11.95,15.57,"Zelensky"
2018-12-09,13.78,11.99,15.62,"Zelensky"
2018-12-10,13.81,12.07,15.58,"Zelensky"
2018-12-11,13.88,12.1,15.69,"Zelensky"
2018-12-12,13.94,12.2,15.75,"Zelensky"
2018-12-13,14.01,12.23,15.82,"Zelensky"
2018-12-14,14.06,12.32,15.86,"Zelensky"
2018-12-15,14.08,12.35,15.89,"Zelensky"
2018-12-16,14.09,12.33,15.96,"Zelensky"
2018-12-17,14.12,12.32,15.97,"Zelensky"
2018-12-18,14.14,12.33,16,"Zelensky"
2018-12-19,14.19,12.4,16.06,"Zelensky"
2018-12-20,14.24,12.42,16.13,"Zelensky"
2018-12-21,14.3,12.45,16.22,"Zelensky"
2018-12-22,14.36,12.48,16.25,"Zelensky"
2018-12-23,14.43,12.52,16.33,"Zelensky"
2018-12-24,14.5,12.56,16.42,"Zelensky"
2018-12-25,14.58,12.6,16.54,"Zelensky"
2018-12-26,14.71,12.7,16.75,"Zelensky"
2018-12-27,14.83,12.82,16.9,"Zelensky"
2018-12-28,15,12.92,17.13,"Zelensky"
2018-12-29,15.16,13.02,17.33,"Zelensky"
2018-12-30,15.33,13.12,17.54,"Zelensky"
2018-12-31,15.5,13.27,17.77,"Zelensky"
2019-01-01,15.65,13.39,17.93,"Zelensky"
2019-01-02,15.81,13.59,18.11,"Zelensky"
2019-01-03,15.96,13.68,18.32,"Zelensky"
2019-01-04,16.12,13.81,18.5,"Zelensky"
2019-01-05,16.28,13.98,18.67,"Zelensky"
2019-01-06,16.43,14.13,18.82,"Zelensky"
2019-01-07,16.59,14.3,18.98,"Zelensky"
2019-01-08,16.76,14.42,19.15,"Zelensky"
2019-01-09,16.9,14.58,19.31,"Zelensky"
2019-01-10,17.07,14.75,19.47,"Zelensky"
2019-01-11,17.24,14.94,19.64,"Zelensky"
2019-01-12,17.38,15.09,19.77,"Zelensky"
2019-01-13,17.56,15.3,19.9,"Zelensky"
2019-01-14,17.72,15.47,20.07,"Zelensky"
2019-01-15,17.87,15.63,20.18,"Zelensky"
2019-01-16,18.05,15.85,20.28,"Zelensky"
2019-01-17,18.2,16.05,20.4,"Zelensky"
2019-01-18,18.37,16.28,20.53,"Zelensky"
2019-01-19,18.53,16.47,20.66,"Zelensky"
2019-01-20,18.7,16.63,20.76,"Zelensky"
2019-01-21,18.88,16.89,20.89,"Zelensky"
2019-01-22,19.06,17.13,21.01,"Zelensky"
2019-01-23,19.28,17.42,21.18,"Zelensky"
2019-01-24,19.51,17.68,21.33,"Zelensky"
2019-01-25,19.7,17.89,21.49,"Zelensky"
2019-01-26,20.02,18.21,21.83,"Zelensky"
2019-01-27,20.31,18.52,22.1,"Zelensky"
2019-01-28,20.61,18.85,22.42,"Zelensky"
2019-01-29,20.9,19.11,22.68,"Zelensky"
2019-01-30,21.14,19.32,22.98,"Zelensky"
2019-01-31,21.36,19.5,23.22,"Zelensky"
2019-02-01,21.59,19.68,23.47,"Zelensky"
2019-02-02,21.8,19.88,23.72,"Zelensky"
2019-02-03,22.02,20.08,23.93,"Zelensky"
2019-02-04,22.24,20.31,24.2,"Zelensky"
2019-02-05,22.44,20.49,24.39,"Zelensky"
2019-02-06,22.64,20.73,24.61,"Zelensky"
2019-02-07,22.86,20.96,24.79,"Zelensky"
2019-02-08,23.05,21.14,24.95,"Zelensky"
2019-02-09,23.23,21.37,25.14,"Zelensky"
2019-02-10,23.43,21.58,25.27,"Zelensky"
2019-02-11,23.56,21.71,25.42,"Zelensky"
2019-02-12,23.7,21.86,25.57,"Zelensky"
2019-02-13,23.84,22.05,25.67,"Zelensky"
2019-02-14,23.99,22.22,25.77,"Zelensky"
2019-02-15,24.16,22.38,25.95,"Zelensky"
2019-02-16,24.33,22.56,26.1,"Zelensky"
2019-02-17,24.53,22.72,26.26,"Zelensky"
2019-02-18,24.66,22.89,26.39,"Zelensky"
2019-02-19,24.82,23.01,26.55,"Zelensky"
2019-02-20,24.98,23.18,26.72,"Zelensky"
2019-02-21,25.12,23.28,26.87,"Zelensky"
2019-02-22,25.23,23.36,27.01,"Zelensky"
2019-02-23,25.35,23.49,27.13,"Zelensky"
2019-02-24,25.43,23.54,27.23,"Zelensky"
2019-02-25,25.53,23.62,27.3,"Zelensky"
2019-02-26,25.62,23.72,27.4,"Zelensky"
2019-02-27,25.73,23.84,27.51,"Zelensky"
2019-02-28,25.81,23.94,27.59,"Zelensky"
2019-03-01,25.9,24.05,27.71,"Zelensky"
2019-03-02,26.02,24.14,27.83,"Zelensky"
2019-03-03,26.12,24.29,27.92,"Zelensky"
2019-03-04,26.23,24.37,28.02,"Zelensky"
2019-03-05,26.34,24.5,28.13,"Zelensky"
2019-03-06,26.46,24.63,28.21,"Zelensky"
2019-03-07,26.58,24.76,28.34,"Zelensky"
2019-03-08,26.72,24.9,28.45,"Zelensky"
2019-03-09,26.85,25.05,28.57,"Zelensky"
2019-03-10,26.98,25.21,28.74,"Zelensky"
2019-03-11,27.09,25.32,28.83,"Zelensky"
2019-03-12,27.18,25.39,28.92,"Zelensky"
2019-03-13,27.28,25.46,29,"Zelensky"
2019-03-14,27.38,25.56,29.13,"Zelensky"
2019-03-15,27.45,25.57,29.19,"Zelensky"
2019-03-16,27.55,25.64,29.41,"Zelensky"
2019-03-17,27.65,25.68,29.58,"Zelensky"
2019-03-18,27.77,25.71,29.79,"Zelensky"
2019-03-19,27.83,25.74,29.95,"Zelensky"
2019-03-20,27.89,25.68,30.08,"Zelensky"
2019-03-21,27.95,25.68,30.21,"Zelensky"
2019-03-22,28.01,25.63,30.35,"Zelensky"
2019-03-23,28.02,25.56,30.45,"Zelensky"
2019-03-24,28.02,25.43,30.57,"Zelensky"
2019-03-25,28.02,25.38,30.65,"Zelensky"
2017-11-30,8.982,7.614,10.26,"Grytsenko"
2017-12-01,9.039,7.635,10.35,"Grytsenko"
2017-12-02,9.086,7.719,10.41,"Grytsenko"
2017-12-03,9.151,7.769,10.5,"Grytsenko"
2017-12-04,9.212,7.812,10.57,"Grytsenko"
2017-12-05,9.271,7.873,10.66,"Grytsenko"
2017-12-06,9.331,7.93,10.7,"Grytsenko"
2017-12-07,9.391,7.992,10.78,"Grytsenko"
2017-12-08,9.452,8.04,10.85,"Grytsenko"
2017-12-09,9.504,8.101,10.9,"Grytsenko"
2017-12-10,9.556,8.165,10.96,"Grytsenko"
2017-12-11,9.6,8.239,11.01,"Grytsenko"
2017-12-12,9.651,8.263,11.06,"Grytsenko"
2017-12-13,9.682,8.315,11.09,"Grytsenko"
2017-12-14,9.734,8.378,11.12,"Grytsenko"
2017-12-15,9.737,8.375,11.15,"Grytsenko"
2017-12-16,9.749,8.4,11.15,"Grytsenko"
2017-12-17,9.758,8.391,11.16,"Grytsenko"
2017-12-18,9.764,8.405,11.15,"Grytsenko"
2017-12-19,9.766,8.415,11.18,"Grytsenko"
2017-12-20,9.78,8.423,11.17,"Grytsenko"
2017-12-21,9.774,8.413,11.19,"Grytsenko"
2017-12-22,9.786,8.415,11.18,"Grytsenko"
2017-12-23,9.791,8.425,11.21,"Grytsenko"
2017-12-24,9.797,8.427,11.19,"Grytsenko"
2017-12-25,9.806,8.423,11.21,"Grytsenko"
2017-12-26,9.814,8.421,11.23,"Grytsenko"
2017-12-27,9.83,8.453,11.22,"Grytsenko"
2017-12-28,9.836,8.44,11.24,"Grytsenko"
2017-12-29,9.86,8.415,11.34,"Grytsenko"
2017-12-30,9.873,8.38,11.4,"Grytsenko"
2017-12-31,9.896,8.347,11.48,"Grytsenko"
2018-01-01,9.911,8.317,11.52,"Grytsenko"
2018-01-02,9.929,8.299,11.56,"Grytsenko"
2018-01-03,9.943,8.26,11.67,"Grytsenko"
2018-01-04,9.962,8.25,11.7,"Grytsenko"
2018-01-05,9.982,8.258,11.77,"Grytsenko"
2018-01-06,10.01,8.248,11.85,"Grytsenko"
2018-01-07,10.02,8.238,11.91,"Grytsenko"
2018-01-08,10.03,8.229,11.96,"Grytsenko"
2018-01-09,10.05,8.205,11.97,"Grytsenko"
2018-01-10,10.07,8.223,11.99,"Grytsenko"
2018-01-11,10.09,8.237,12.03,"Grytsenko"
2018-01-12,10.1,8.247,12.06,"Grytsenko"
2018-01-13,10.12,8.256,12.12,"Grytsenko"
2018-01-14,10.14,8.247,12.18,"Grytsenko"
2018-01-15,10.16,8.254,12.2,"Grytsenko"
2018-01-16,10.18,8.254,12.24,"Grytsenko"
2018-01-17,10.18,8.255,12.27,"Grytsenko"
2018-01-18,10.21,8.284,12.35,"Grytsenko"
2018-01-19,10.22,8.298,12.38,"Grytsenko"
2018-01-20,10.25,8.299,12.37,"Grytsenko"
2018-01-21,10.26,8.326,12.39,"Grytsenko"
2018-01-22,10.28,8.35,12.43,"Grytsenko"
2018-01-23,10.3,8.358,12.43,"Grytsenko"
2018-01-24,10.32,8.367,12.49,"Grytsenko"
2018-01-25,10.34,8.366,12.53,"Grytsenko"
2018-01-26,10.35,8.389,12.53,"Grytsenko"
2018-01-27,10.37,8.404,12.57,"Grytsenko"
2018-01-28,10.38,8.405,12.59,"Grytsenko"
2018-01-29,10.4,8.431,12.59,"Grytsenko"
2018-01-30,10.42,8.435,12.62,"Grytsenko"
2018-01-31,10.43,8.438,12.66,"Grytsenko"
2018-02-01,10.45,8.472,12.69,"Grytsenko"
2018-02-02,10.48,8.463,12.67,"Grytsenko"
2018-02-03,10.5,8.487,12.73,"Grytsenko"
2018-02-04,10.51,8.512,12.72,"Grytsenko"
2018-02-05,10.53,8.535,12.76,"Grytsenko"
2018-02-06,10.55,8.564,12.78,"Grytsenko"
2018-02-07,10.55,8.584,12.8,"Grytsenko"
2018-02-08,10.58,8.612,12.8,"Grytsenko"
2018-02-09,10.6,8.636,12.85,"Grytsenko"
2018-02-10,10.6,8.672,12.83,"Grytsenko"
2018-02-11,10.62,8.71,12.81,"Grytsenko"
2018-02-12,10.64,8.744,12.85,"Grytsenko"
2018-02-13,10.67,8.795,12.83,"Grytsenko"
2018-02-14,10.69,8.817,12.84,"Grytsenko"
2018-02-15,10.71,8.832,12.84,"Grytsenko"
2018-02-16,10.71,8.853,12.85,"Grytsenko"
2018-02-17,10.75,8.873,12.84,"Grytsenko"
2018-02-18,10.76,8.909,12.87,"Grytsenko"
2018-02-19,10.77,8.917,12.86,"Grytsenko"
2018-02-20,10.78,8.964,12.87,"Grytsenko"
2018-02-21,10.79,8.968,12.9,"Grytsenko"
2018-02-22,10.78,8.979,12.89,"Grytsenko"
2018-02-23,10.78,8.977,12.85,"Grytsenko"
2018-02-24,10.78,8.958,12.85,"Grytsenko"
2018-02-25,10.77,8.982,12.88,"Grytsenko"
2018-02-26,10.77,8.979,12.87,"Grytsenko"
2018-02-27,10.76,8.97,12.9,"Grytsenko"
2018-02-28,10.76,8.975,12.89,"Grytsenko"
2018-03-01,10.77,8.949,12.91,"Grytsenko"
2018-03-02,10.76,8.953,12.9,"Grytsenko"
2018-03-03,10.75,8.948,12.88,"Grytsenko"
2018-03-04,10.75,8.934,12.89,"Grytsenko"
2018-03-05,10.75,8.944,12.86,"Grytsenko"
2018-03-06,10.74,8.971,12.85,"Grytsenko"
2018-03-07,10.73,8.956,12.85,"Grytsenko"
2018-03-08,10.74,8.949,12.78,"Grytsenko"
2018-03-09,10.73,8.955,12.78,"Grytsenko"
2018-03-10,10.74,8.981,12.77,"Grytsenko"
2018-03-11,10.73,8.979,12.73,"Grytsenko"
2018-03-12,10.73,8.996,12.68,"Grytsenko"
2018-03-13,10.73,9.011,12.69,"Grytsenko"
2018-03-14,10.72,9.023,12.7,"Grytsenko"
2018-03-15,10.72,9.026,12.66,"Grytsenko"
2018-03-16,10.72,9.054,12.65,"Grytsenko"
2018-03-17,10.74,9.05,12.62,"Grytsenko"
2018-03-18,10.74,9.069,12.62,"Grytsenko"
2018-03-19,10.76,9.068,12.65,"Grytsenko"
2018-03-20,10.77,9.062,12.68,"Grytsenko"
2018-03-21,10.79,9.058,12.71,"Grytsenko"
2018-03-22,10.8,9.075,12.72,"Grytsenko"
2018-03-23,10.82,9.081,12.77,"Grytsenko"
2018-03-24,10.83,9.075,12.79,"Grytsenko"
2018-03-25,10.85,9.091,12.78,"Grytsenko"
2018-03-26,10.87,9.089,12.84,"Grytsenko"
2018-03-27,10.89,9.107,12.86,"Grytsenko"
2018-03-28,10.92,9.105,12.91,"Grytsenko"
2018-03-29,10.93,9.108,12.88,"Grytsenko"
2018-03-30,10.94,9.138,12.93,"Grytsenko"
2018-03-31,10.96,9.155,12.92,"Grytsenko"
2018-04-01,10.98,9.157,12.93,"Grytsenko"
2018-04-02,10.99,9.19,12.94,"Grytsenko"
2018-04-03,11,9.195,12.95,"Grytsenko"
2018-04-04,11.02,9.219,12.94,"Grytsenko"
2018-04-05,11.04,9.263,12.92,"Grytsenko"
2018-04-06,11.05,9.289,12.92,"Grytsenko"
2018-04-07,11.07,9.341,12.92,"Grytsenko"
2018-04-08,11.08,9.335,12.89,"Grytsenko"
2018-04-09,11.1,9.374,12.9,"Grytsenko"
2018-04-10,11.11,9.405,12.87,"Grytsenko"
2018-04-11,11.13,9.457,12.87,"Grytsenko"
2018-04-12,11.16,9.524,12.87,"Grytsenko"
2018-04-13,11.17,9.578,12.85,"Grytsenko"
2018-04-14,11.17,9.616,12.84,"Grytsenko"
2018-04-15,11.18,9.69,12.79,"Grytsenko"
2018-04-16,11.2,9.723,12.75,"Grytsenko"
2018-04-17,11.21,9.788,12.73,"Grytsenko"
2018-04-18,11.22,9.84,12.71,"Grytsenko"
2018-04-19,11.24,9.881,12.69,"Grytsenko"
2018-04-20,11.22,9.891,12.67,"Grytsenko"
2018-04-21,11.22,9.917,12.65,"Grytsenko"
2018-04-22,11.22,9.955,12.62,"Grytsenko"
2018-04-23,11.22,9.938,12.65,"Grytsenko"
2018-04-24,11.22,9.936,12.69,"Grytsenko"
2018-04-25,11.22,9.941,12.68,"Grytsenko"
2018-04-26,11.21,9.91,12.71,"Grytsenko"
2018-04-27,11.2,9.87,12.72,"Grytsenko"
2018-04-28,11.2,9.81,12.71,"Grytsenko"
2018-04-29,11.19,9.776,12.75,"Grytsenko"
2018-04-30,11.18,9.757,12.78,"Grytsenko"
2018-05-01,11.18,9.718,12.75,"Grytsenko"
2018-05-02,11.17,9.661,12.74,"Grytsenko"
2018-05-03,11.16,9.641,12.78,"Grytsenko"
2018-05-04,11.16,9.624,12.77,"Grytsenko"
2018-05-05,11.15,9.623,12.76,"Grytsenko"
2018-05-06,11.15,9.624,12.77,"Grytsenko"
2018-05-07,11.15,9.606,12.78,"Grytsenko"
2018-05-08,11.14,9.606,12.76,"Grytsenko"
2018-05-09,11.14,9.587,12.72,"Grytsenko"
2018-05-10,11.13,9.581,12.74,"Grytsenko"
2018-05-11,11.13,9.563,12.73,"Grytsenko"
2018-05-12,11.12,9.57,12.74,"Grytsenko"
2018-05-13,11.11,9.59,12.72,"Grytsenko"
2018-05-14,11.1,9.573,12.68,"Grytsenko"
2018-05-15,11.11,9.593,12.71,"Grytsenko"
2018-05-16,11.1,9.596,12.67,"Grytsenko"
2018-05-17,11.09,9.595,12.62,"Grytsenko"
2018-05-18,11.08,9.64,12.61,"Grytsenko"
2018-05-19,11.09,9.67,12.58,"Grytsenko"
2018-05-20,11.09,9.683,12.56,"Grytsenko"
2018-05-21,11.09,9.705,12.53,"Grytsenko"
2018-05-22,11.09,9.715,12.5,"Grytsenko"
2018-05-23,11.1,9.721,12.51,"Grytsenko"
2018-05-24,11.12,9.741,12.55,"Grytsenko"
2018-05-25,11.14,9.757,12.58,"Grytsenko"
2018-05-26,11.16,9.712,12.61,"Grytsenko"
2018-05-27,11.16,9.697,12.66,"Grytsenko"
2018-05-28,11.18,9.72,12.7,"Grytsenko"
2018-05-29,11.19,9.711,12.73,"Grytsenko"
2018-05-30,11.21,9.717,12.77,"Grytsenko"
2018-05-31,11.22,9.745,12.79,"Grytsenko"
2018-06-01,11.22,9.728,12.8,"Grytsenko"
2018-06-02,11.24,9.762,12.85,"Grytsenko"
2018-06-03,11.25,9.778,12.86,"Grytsenko"
2018-06-04,11.26,9.786,12.86,"Grytsenko"
2018-06-05,11.27,9.785,12.9,"Grytsenko"
2018-06-06,11.29,9.764,12.92,"Grytsenko"
2018-06-07,11.29,9.801,12.91,"Grytsenko"
2018-06-08,11.31,9.823,12.92,"Grytsenko"
2018-06-09,11.33,9.833,12.94,"Grytsenko"
2018-06-10,11.35,9.877,12.95,"Grytsenko"
2018-06-11,11.36,9.886,12.99,"Grytsenko"
2018-06-12,11.37,9.9,12.96,"Grytsenko"
2018-06-13,11.4,9.929,12.96,"Grytsenko"
2018-06-14,11.41,9.948,12.98,"Grytsenko"
2018-06-15,11.42,9.974,12.97,"Grytsenko"
2018-06-16,11.44,10.01,12.94,"Grytsenko"
2018-06-17,11.45,10.03,12.91,"Grytsenko"
2018-06-18,11.46,10.06,12.92,"Grytsenko"
2018-06-19,11.46,10.08,12.9,"Grytsenko"
2018-06-20,11.46,10.11,12.9,"Grytsenko"
2018-06-21,11.46,10.13,12.87,"Grytsenko"
2018-06-22,11.42,10.11,12.84,"Grytsenko"
2018-06-23,11.39,10.07,12.78,"Grytsenko"
2018-06-24,11.37,10.07,12.74,"Grytsenko"
2018-06-25,11.33,10.02,12.74,"Grytsenko"
2018-06-26,11.3,9.985,12.71,"Grytsenko"
2018-06-27,11.26,9.926,12.64,"Grytsenko"
